Monomer A,Monomer B,IP vs SHE (eV),EA vs SHE (eV),Optical Gap (eV),Oscillator Strength (a.u.)
Brc1ccc(Br)cc1,C1=C(C2=C(S1)C(=CS2)Br)Br,0.6254,-2.475,3.2979,4.1563
Brc1ccc(Br)cc1,C1=C(C2=NON=C2C(=C1)Br)Br,1.047,-1.0114,2.181,3.5324
Brc1ccc(Br)cc1,CC(C)(C)OC(=O)N1C(=CC=C1Br)Br,0.9515,-2.1957,2.9494,2.9778
Brc1ccc(Br)cc1,CC1=NC(=C(C(=C1)Br)O)Br,1.2389,-2.1712,3.2001,2.003
Brc1ccc(Br)cc1,C1=CC2=NC=CC(=C2C=C1Br)Br,1.2888,-1.9388,3.3106,0.846
Brc1ccc(Br)cc1,CCOC(=O)C1=CN2C=C(N=C(C2=N1)Br)Br,1.4869,-1.3321,2.9741,2.4272
Brc1ccc(Br)cc1,CC1=C(C=C(S1)Br)Br,0.5709,-2.4867,3.1585,3.2499
Brc1ccc(Br)cc1,C1=C(C=C2C(=C1Br)C(=NN2)N)Br,0.4846,-2.6719,3.8079,1.7196
Brc1ccc(Br)cc1,C1=C(C=C2C(=C1Br)C(=O)C(=O)N2)Br,1.5673,-0.8179,3.0922,0.0909
Brc1ccc(Br)cc1,C1=C(C=C2C(=C1Br)N=C(S2)Cl)Br,1.2782,-1.9089,3.5147,0.9858
Brc1ccc(Br)cc1,C1=CC2=C(C=CN=C2C(=C1)Br)Br,1.2919,-1.8336,3.2027,2.9728
Brc1ccc(Br)cc1,COC(=O)C1=C(C(=CC(=N1)Br)Br)O,1.5185,-1.6393,3.354,1.0049
Brc1ccc(Br)cc1,C1=C(SC2=C1C(=O)C3=C2SC(=C3)Br)Br,0.2675,-0.8786,1.2536,0.8206
Brc1ccc(Br)cc1,C1=CN2C(=CN=C(C2=N1)Br)Br,1.1293,-1.4457,2.629,3.2135
Brc1ccc(Br)cc1,CN1C=C(C(=O)C(=C1)Br)Br,0.8722,-2.4427,2.9834,2.5965
Brc1ccc(Br)cc1,C1=C(SC2=C1SC3=C2SC(=C3)Br)Br,0.1673,-1.7528,2.2626,8.4564
Brc1ccc(Br)cc1,C1=CC=C(C=C1)N2C3=C(C=CC(=C3)Br)C4=C2C=C(C=C4)Br,0.8453,-2.3674,3.3634,6.1472
Brc1ccc(Br)cc1,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Br)C4=C5C=CC=CC5=C(C6=CC=CC=C64)Br,0.6935,-1.779,2.4895,3.2356
Brc1ccc(Br)cc1,C1=CC2=C(C=C1Br)C(=O)C(=O)C3=C2C=CC(=C3)Br,1.3521,-0.3814,2.3876,1.2372
Brc1ccc(Br)cc1,C1(=C(C(=C(C(=C1F)F)Br)F)F)C2=C(C(=C(C(=C2F)F)Br)F)F,1.8384,-1.6984,3.6387,7.095
Brc1ccc(Br)cc1,C1=CC(=C2C(=C1Br)N=CC=N2)Br,1.212,-1.2718,2.7896,2.9803
Brc1ccc(Br)cc1,C1=CC(=[N+](C(=C1)Br)[O-])Br,1.3934,-2.0804,2.6714,0.77
Brc1ccc(Br)cc1,CC(C)(C)OC(=O)N1C=C(C2=C1C=CC(=C2)Br)Br,1.1002,-2.4727,3.337,1.8068
Brc1ccc(Br)cc1,C1=C(C=NC(=C1Br)C#N)Br,1.6584,-1.7658,3.5741,0.6683
Brc1ccc(Br)cc1,C1=C(N2C(=NC=N2)C(=N1)Br)Br,1.3453,-1.1555,2.5933,4.6905
Brc1ccc(Br)cc1,C1=C(OC(=C1C(=O)O)Br)Br,1.1199,-1.6497,2.5303,2.6212
Brc1ccc(Br)cc1,C1=C(C=C(N=C1N)Br)Br,0.9506,-2.23,3.0616,1.2731
Brc1ccc(Br)cc1,C1=C(C(=CN=C1Br)C(=O)O)Br,1.931,-1.4198,3.3064,2.6316
Brc1ccc(Br)cc1,C1=C(C=NC(=C1Br)CO)Br,1.4096,-2.5764,3.79,2.7264
Brc1ccc(Br)cc1,COC(=O)C1=NC(=C(C=C1Br)Br)N,1.1301,-1.8792,3.0896,0.719
Brc1ccc(Br)cc1,C1=CC(=NC(=C1CO)Br)Br,1.4609,-2.144,3.4849,2.2172
Brc1ccc(Br)cc1,C1=C(C(=NN=C1Br)N)Br,1.0318,-2.0281,3.1738,0.7133
Brc1ccc(Br)cc1,C1=C(C(=CN=C1Br)Br)CO,1.3993,-1.9828,3.348,4.4974
Brc1ccc(Br)cc1,CC1=C(C(=NC=C1Br)C)Br,1.5302,-2.9653,4.0858,0.0063
Brc1ccc(Br)cc1,C1=CC(=NC(=C1C=O)Br)Br,1.7394,-1.2621,3.3387,0.6762
Brc1ccc(Br)cc1,C1=C(C(=C(C(=N1)Br)N)N)Br,0.4612,-2.7231,3.0692,0.5258
Brc1ccc(Br)cc1,C1=C(C(=NC=C1Br)Br)C(F)(F)F,1.5775,-1.9016,3.428,4.5548
Brc1ccc(Br)cc1,C1=CC(=CC2=C1C=CC(=N2)Br)Br,1.4041,-1.7392,3.1883,2.7835
Brc1ccc(Br)cc1,C1=C(SC(=C1C(=O)O)Br)Br,0.9617,-1.575,2.6578,3.2865
Brc1ccc(Br)cc1,CCN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br,0.565,-2.8442,3.3897,3.6082
Brc1ccc(Br)cc1,C1=C(C=C2C(=C1Br)C=NN2)Br,0.9285,-2.4078,3.3123,0.7528
Brc1ccc(Br)cc1,C1CCOC(C1)COC2=C(C=C(C=C2)Br)Br,1.0175,-2.6709,3.5002,0.9319
Brc1ccc(Br)cc1,C1COCCC12C3=C(C=CC(=C3)Br)C4=C2C=C(C=C4)Br,0.9573,-2.1994,3.2783,7.1158
Brc1ccc(Br)cc1,COC(=O)C1=C(OC(=C1)Br)Br,1.1287,-1.6171,2.5337,2.5138
Brc1ccc(Br)cc1,C1=C(C(=C(C=N1)Br)C(=O)O)Br,1.8277,-1.9054,3.6387,0.6405
Brc1ccc(Br)cc1,C1=C(C(=CN=C1Br)Br)C=O,1.4975,-1.2532,3.1304,2.7662
Brc1ccc(Br)cc1,CC1=C(SC(=N1)Br)Br,0.8019,-1.5858,2.5414,4.5327
Brc1ccc(Br)cc1,C1=CC2=C(N=C(C=C2C=C1Br)N)Br,0.6538,-2.0036,2.7888,0.8366
Brc1ccc(Br)cc1,CC1=C(C(=NC=C1Br)Cl)Br,1.7018,-2.5748,4.0357,1.8847
Brc1ccc(Br)cc1,C1=C(C2=NC=NN2C=C1Br)Br,1.2076,-2.1953,3.2954,2.8614
Brc1ccc(Br)cc1,C1=CC2=C(C(=C1)Br)SC3=C2C=CC=C3Br,1.0117,-2.5199,3.3523,0.6922
Brc1ccc(Br)cc1,C1=CC2=C(C=CN=C2C=C1Br)Br,1.3675,-1.8872,3.3897,0.6704
Brc1ccc(Br)cc1,C1=CN=C(C(=C1Br)N)Br,0.7956,-2.5233,3.0947,1.5615
Brc1ccc(Br)cc1,C1=CC(=NC(=C1Br)Cl)Br,1.4583,-1.8266,3.2333,4.4059
Brc1ccc(Br)cc1,C1=CNC2=CC(=CC(=C21)Br)Br,0.5442,-2.7754,3.2715,0.844
Brc1ccc(Br)cc1,COC(=O)C1=CC(=C(N1)Br)Br,0.9059,-2.3957,3.1194,0.8825
Brc1ccc(Br)cc1,C1=CNC2=C1C(=NC=C2Br)Br,0.7572,-2.2051,2.8839,3.2908
Brc1ccc(Br)cc1,C1=CC2=NC(=NN2C(=C1)Br)Br,1.4484,-1.8941,3.1781,1.9195
Brc1ccc(Br)cc1,C1=C2C(=CC(=C1Br)Br)C(=O)OC2=O,1.7184,-0.7948,3.382,0.6691
Brc1ccc(Br)cc1,C1=C(C=C(N=C1Br)Br)C(=O)O,1.6656,-1.444,3.1372,2.1706
Brc1ccc(Br)cc1,CC1=CC(=C(C=C1Br)C)Br,1.2257,-2.7655,3.7816,3.7604
Brc1ccc(Br)cc1,CCOC(=O)C1=NC(=CN=C1Br)Br,1.8421,-1.1349,3.0939,0.6563
Brc1ccc(Br)cc1,C1(=NN=C(S1)Br)Br,1.5675,-1.2887,2.9698,4.1813
Brc1ccc(Br)cc1,C1=CC2=C(C=C(C=C2N=C1)Br)Br,1.2776,-1.9679,3.3838,0.6089
Brc1ccc(Br)cc1,C1=C(C=C2C(=C1Br)N=C(S2)N)Br,0.7713,-2.5755,3.314,1.2067
Brc1ccc(Br)cc1,C1=CC2=C(C3=C1C=CC(=N3)Br)N=C(C=C2)Br,1.3741,-1.4033,3.0353,3.2433
Brc1ccc(Br)cc1,C1=CC2=C(C=CC(=C2N=C1)Br)Br,1.1383,-1.86,3.0956,3.0642
Brc1ccc(Br)cc1,C1=CNC2=C(C=C(C=C21)Br)Br,0.6418,-2.9221,3.3531,0.6933
Brc1ccc(Br)cc1,C1=C(SC2=C(SC(=C21)Br)Br)C(=O)O,0.3636,-1.3058,1.9999,4.1437
Brc1ccc(Br)cc1,CC1=NC(=NC=C1Br)Br,1.4966,-1.7672,3.1636,1.1225
Brc1ccc(Br)cc1,C1=C(C=C(N=C1Br)Br)C=O,1.5744,-1.2451,3.0174,1.3278
Brc1ccc(Br)cc1,COC1=CC(=NC(=C1)Br)Br,1.4369,-2.0823,3.3863,2.0941
Brc1ccc(Br)cc1,CC1=NC(=CC(=C1)Br)Br,1.5709,-2.0372,3.4084,2.7143
Brc1ccc(Br)cc1,C1=C(C(=C(N=C1C(F)(F)F)Br)N)Br,0.8569,-2.2875,2.9817,1.6938
Brc1ccc(Br)cc1,C1=CN=C(C(=C1Br)[N+](=O)[O-])Br,2.1806,-1.0831,3.6039,0.1162
Brc1ccc(Br)cc1,C1=C(C(=CN=C1Br)Br)[N+](=O)[O-],1.6498,-0.8643,2.8958,1.1531
Brc1ccc(Br)cc1,COC1=C(N=C(C(=C1)[N+](=O)[O-])Br)Br,1.5689,-0.8017,2.6425,0.5068
Brc1ccc(Br)cc1,C1=C(C(=NC(=C1Cl)Br)Br)C(=O)O,1.9379,-1.3963,3.5257,0.9212
Brc1ccc(Br)cc1,C1=C(NC(=CC1=O)Br)Br,1.2305,-2.2873,3.722,1.5115
Brc1ccc(Br)cc1,COC1=C(C(=NC=C1Br)N)Br,0.857,-2.8415,3.4042,1.0236
Brc1ccc(Br)cc1,CC1=CC(=C(N=C1Br)C)Br,1.3518,-2.2977,3.5614,3.771
Brc1ccc(Br)cc1,C1=C(C(=C(C=N1)Br)Br)C(=O)O,1.9434,-1.9436,3.9575,0.0161
Brc1ccc(Br)cc1,COC(=O)C1=NC(=CC(=C1)Br)Br,1.9324,-1.573,3.4713,2.7941
Brc1ccc(Br)cc1,COC1=C(N=C(C=C1Br)Br)C(=O)OC,1.9205,-1.511,3.3421,1.0943
Brc1ccc(Br)cc1,C1=C(C=NC2=CC(=CN=C21)Br)Br,1.3967,-1.5751,3.1789,4.3956
Brc1ccc(Br)cc1,C1=CC2=C(C=CC(=N2)Br)C=C1Br,1.2101,-1.7127,3.0522,4.6494
Brc1ccc(Br)cc1,C1=C(C2=NSN=C2C(=N1)Br)Br,1.2938,-0.3426,2.4708,4.4848
Brc1ccc(Br)cc1,COC(=O)C1=CC(=CN=C1Br)Br,1.7196,-1.6138,3.3591,3.6792
Brc1ccc(Br)cc1,C1=C(C(=NC=C1Br)Br)O,1.0932,-2.1397,3.0913,3.9274
Brc1ccc(Br)cc1,C1=CC2=C(C=C1Br)C3=C(O2)C=CC(=C3)Br,1.0424,-2.7388,3.6804,5.7648
Brc1ccc(Br)cc1,C1=C(C=C(N=C1Br)Br)C(F)(F)F,1.6006,-1.8118,3.2792,2.758
Brc1ccc(Br)cc1,C1=CC2=C(C(=C1)Br)OC3=C2C=CC=C3Br,1.1547,-2.3378,3.4296,1.2694
Brc1ccc(Br)cc1,C1=C(OC(=C1)Br)Br,0.5238,-2.1156,2.4198,4.1841
Brc1ccc(Br)cc1,C1=C(C=C2C(=C1Br)NC(=O)C2=O)Br,1.2205,-0.9302,3.252,0.0241
Brc1ccc(Br)cc1,CC1=C(C=C(C(=O)N1C)Br)Br,0.9006,-2.4165,2.9503,1.6996
Brc1ccc(Br)cc1,C1=C(C(=CN=C1Br)Br)N,0.9528,-2.3246,3.1849,3.2645
Brc1ccc(Br)cc1,C1=C2C(=CN=C1Br)C(=CN2)Br,0.5556,-2.6588,3.1585,3.5068
Brc1ccc(Br)cc1,C1=CN=C(C2=C1NC=C2Br)Br,0.8247,-2.5016,3.2537,0.7964
Brc1ccc(Br)cc1,C1=C(C2=C(N1)C(=CN=C2Br)Br)C(=O)O,1.1491,-1.9292,3.065,3.5117
Brc1ccc(Br)cc1,CC1=C(C=C2C(=CNC2=N1)Br)Br,0.7454,-2.766,3.2715,1.3008
Brc1ccc(Br)cc1,C1=C(C=C2C(=C1Br)C(=O)NN2)Br,1.1599,-2.1852,3.1109,0.5832
Brc1ccc(Br)cc1,C12=C(SC(=C1C(=O)OC2=O)Br)Br,1.4381,-0.864,2.5372,3.9725
Brc1ccc(Br)cc1,C1=CC=C(C=C1)C2=NC3=C(C=CC(=C3S2)Br)Br,1.0459,-1.792,3.1381,3.3047
Brc1ccc(Br)cc1,C1=C2C=C(C=NC2=C(C=C1[N+](=O)[O-])Br)Br,1.5089,-1.0005,3.4042,0.1126
Brc1ccc(Br)cc1,C1=C(SC(=C1C=O)Br)Br,0.8876,-1.485,2.5814,3.027
Brc1ccc(Br)cc1,CC(=O)C1=C(SC(=C1)Br)Br,0.8774,-1.5566,2.6153,3.1686
Brc1ccc(Br)cc1,CCOC(=O)C1=C(SC(=C1)Br)Br,0.9992,-1.4949,2.6332,3.3643
Brc1ccc(Br)cc1,COC(=O)C1=C(SC(=C1)Br)Br,1.0084,-1.5033,2.6604,3.444
Brc1ccc(Br)cc1,C1=C(C(=C(C(=N1)N)Br)C(F)(F)F)Br,1.054,-2.3221,3.2639,1.3319
Brc1ccc(Br)cc1,CC1=CC(=NN=C1Br)Br,1.6336,-1.8452,3.467,1.4367
Brc1ccc(Br)cc1,C1CCOC(C1)N2C(=NC(=N2)Br)Br,1.7337,-1.9435,3.4042,2.9589
Brc1ccc(Br)cc1,C1=CC2=C(C=C1Br)C3=CC(=CC(=C3N2)[N+](=O)[O-])Br,0.9139,-1.2755,2.6035,0.8798
Brc1ccc(Br)cc1,C1C(O1)CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br,0.5844,-2.8601,3.3948,3.5126
Brc1ccc(Br)cc1,C1CC2=CC(=CC(=C2NC1)Br)Br,0.4199,-3.0386,3.1959,0.5622
Brc1ccc(Br)cc1,COCN1C(=NC(=N1)Br)Br,1.7139,-2.0006,3.4143,3.1124
Brc1ccc(Br)cc1,COC1=C(C(=NC=C1Br)OC)Br,1.3899,-2.4035,3.5776,2.5888
Brc1ccc(Br)cc1,CCN1C2=C(C=C(C=C2C(=O)C1=O)Br)Br,1.3518,-0.8487,3.1509,0.0026
Brc1ccc(Br)cc1,C1=C(C2=NC(=CN=C2N1)Br)Br,0.9284,-1.8615,2.8907,1.6132
Brc1ccc(Br)cc1,C1=C(C(=NC=C1Br)Br)C#N,1.4915,-1.7208,3.2443,4.3688
Brc1ccc(Br)cc1,C1=C(C(=C(C(=N1)Cl)Br)N)Br,1.1009,-2.7588,3.5164,1.3072
Brc1ccc(Br)cc1,CC1=C(C(=NC(=C1Br)C)C)Br,1.5802,-2.9999,4.1377,0.0119
Brc1ccc(Br)cc1,COC(=O)C1=C(NC(=N1)Br)Br,1.1471,-1.9649,2.9026,3.372
Brc1ccc(Br)cc1,CN1C(=C(C(=N1)Br)[N+](=O)[O-])Br,1.951,-1.2571,3.2265,0.5883
Brc1ccc(Br)cc1,C1=C(C(=CN=C1Br)Br)F,1.4049,-1.8057,3.1763,4.9533
Brc1ccc(Br)cc1,C1(=C(SC(=C1C(=O)O)Br)Br)C(=O)O,1.4247,-1.3537,2.8695,3.0838
Brc1ccc(Br)cc1,C1=CN=C(C(=C1Br)C#N)Br,1.982,-1.7423,3.5283,3.0784
Brc1ccc(Br)cc1,COC(=O)C1=C(NC(=C1)Br)Br,0.6622,-2.2316,2.7598,3.3774
Brc1ccc(Br)cc1,C12=C(C3=NSN=C3C(=C1N=S=N2)Br)Br,0.7837,0.1959,1.6481,4.7452
Brc1ccc(Br)cc1,C1=C(C(=CN=C1Br)Cl)Br,1.6695,-1.8268,3.5435,3.1743
Brc1ccc(Br)cc1,C1=C(C=C2C(=C1Br)N=CN=C2Cl)Br,1.4368,-1.3841,3.3548,1.2225
Brc1ccc(Br)cc1,C12=C(C(=C3C(=C1Br)C(=O)OC3=O)Br)C(=O)OC2=O,2.4848,0.1666,3.4415,0.3364
Brc1ccc(Br)cc1,C1=CN=C(C(=C1Br)C=O)Br,1.7755,-1.4263,3.4543,1.346
Brc1ccc(Br)cc1,C1=C(C(=C(N=C1F)Br)O)Br,1.3246,-1.9733,3.1347,2.4921
Brc1ccc(Br)cc1,C1=CN=C(C2=C1N=C(S2)Br)Br,1.5159,-1.3464,2.9358,2.2416
Brc1ccc(Br)cc1,C1=CC2=C(C=CN=C2C3=NC=CC(=C31)Br)Br,1.4629,-1.9138,3.4603,2.1494
Brc1ccc(Br)cc1,C1(=C(C2=NSN=C2C(=C1F)Br)Br)F,1.328,-0.5283,2.6009,3.9513
Brc1ccc(Br)cc1,COC(=O)C1=CC(=NC(=C1)Br)Br,1.698,-1.4076,3.1211,2.3649
Brc1ccc(Br)cc1,C1=C(C=C(N=C1Br)Br)F,1.5191,-1.922,3.3438,2.9365
Brc1ccc(Br)cc1,C1CC(=O)NC2=C(C=C(C=C21)Br)Br,1.0047,-2.7067,3.3965,0.7202
Brc1ccc(Br)cc1,CC1=CC(=C(N=C1Br)Br)N,0.6824,-2.5411,3.0701,1.167
Brc1ccc(Br)cc1,C1=C(C=C(N2C1=CN=C2)Br)Br,0.4275,-2.3544,3.4263,0.8604
Brc1ccc(Br)cc1,C1=C(C2=NSN=C2C(=C1F)Br)Br,1.1724,-0.6191,2.5856,4.1314
Brc1ccc(Br)cc1,Brc1ccc(Br)cc1,1.055,-2.4634,3.3693,4.7549
Brc1ccc(Br)cc1,Brc1ccc(Br)nc1,1.2335,-1.9381,3.1245,4.8878
Brc1ccc(Br)cc1,Brc1ccc(Br)s1,0.3672,-1.8861,2.385,4.7998
Brc1ccc(Br)cc1,Brc1ccc(Br)[nH]1,-0.0149,-2.6327,2.5048,4.3973
Brc1ccc(Br)cc1,Brc3ccc(c2ccc(c1ccc(Br)s1)s2)s3,0.0442,-1.585,2.2116,8.5867
Brc1ccc(Br)cc1,O=n1cc(Br)ccc1Br,1.2925,-1.9482,2.6425,0.9053
Brc1ccc(Br)cc1,[O-][N+](=O)c1cc(Br)ccc1Br,1.5814,-1.2075,3.5767,0.078
Brc1ccc(Br)cc1,O=C(O)c1cc(Br)cc(Br)c1,1.5834,-2.2277,3.4874,0.96
Brc1ccc(Br)cc1,CC(C)(C)c1cc2ccc3c(Br)cc(Br)c4ccc(c1)c2c34,0.7358,-1.8551,2.9698,1.7382
Brc1ccc(Br)cc1,Cc1ccc(Br)c(Br)c1,1.2446,-2.7082,3.7535,0.7124
Brc1ccc(Br)cc1,Oc1ccc2cc(Br)ccc2c1c3c(O)ccc4cc(Br)ccc34,0.7444,-2.3549,3.3752,0.3432
Brc1ccc(Br)cc1,Brc1cncc(Br)c1,1.4245,-2.4788,3.7093,3.5964
Brc1ccc(Br)cc1,Brc1sc(cc1)c2sc(cc2)c3sc(Br)cc3,0.0517,-1.5951,2.2226,8.097
Brc1ccc(Br)cc1,Brc1cc(I)c(Br)cc1I,1.0711,-2.7565,3.8037,0.0016
Brc1ccc(Br)cc1,Oc1ccc(Br)cc1Br,0.8675,-2.9164,3.5061,1.2819
Brc1ccc(Br)cc1,Brc1cccc(Br)c1,1.244,-2.686,3.7467,2.5769
Brc1ccc(Br)cc1,CCn3c1cc(Br)ccc1c2ccc(Br)cc23,0.7923,-2.4673,3.3744,6.0068
Brc1ccc(Br)cc1,BrCc1ccc(CBr)cc1,1.5148,-3.5729,4.8389,1.5501
Brc1ccc(Br)cc1,COc1cc(Br)c(OC)cc1Br,0.8222,-2.4453,3.0276,2.477
Brc1ccc(Br)cc1,Brc1ccc(cc1)c2ccc(Br)cc2,0.9828,-2.3737,3.4526,7.6451
Brc1ccc(Br)cc1,Brc1ccccc1c2ccccc2Br,1.4999,-2.7249,4.1326,0.0013
Brc1ccc(Br)cc1,Brc3ccc(c2ccc(c1ccc(Br)cc1)cc2)cc3,0.9488,-2.333,3.5061,8.7893
Brc1ccc(Br)cc1,COc1cc(Br)c(OC)cc1Br,0.8212,-2.4424,3.0259,2.5031
Brc1ccc(Br)cc1,Brc1ccc(cc1)C(=O)c2ccc(Br)cc2,1.502,-1.6242,3.4866,5.4735
Brc1ccc(Br)cc1,Brc1sc(Br)cc1,0.369,-1.886,2.385,4.1676
Brc1ccc(Br)cc1,O=c1cc(Br)c(=O)cc1Br,1.999,0.0911,2.4037,0.0026
Brc1ccc(Br)cc1,Brc2cccc(c1cccc(Br)n1)n2,1.4181,-2.0095,3.4092,4.5232
Brc1ccc(Br)cc1,O=S1(=O)C(Br)=CC=C1Br,0.8103,-0.94,2.0663,4.5296
Brc1ccc(Br)cc1,O=S3(=O)c1ccc(Br)cc1c2cc(Br)ccc23,1.3358,-2.0183,3.6524,1.7768
Brc1ccc(Br)cc1,COc1cc(Br)c(Br)cc1OC,0.7831,-2.7296,3.4211,1.2656
Brc1ccc(Br)cc1,Brc1cscc1Br,1.0107,-2.7705,3.8155,0.9172
Brc1ccc(Br)cc1,Fc1cc(Br)c(Br)cc1F,1.3939,-2.5489,4.0297,0.0037
Brc1ccc(Br)cc1,CC(C)(C)c1cc(Br)c(C(C)(C)C)cc1Br,1.8367,-2.9731,4.725,2.5027
Brc1ccc(Br)cc1,Brc3ccc(N(c1ccccc1)c2ccc(Br)cc2)cc3,0.377,-2.6337,3.0285,5.0976
Brc1ccc(Br)cc1,Brc1sccc1Br,0.7422,-2.3207,3.4662,1.089
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,0.5359,-1.5699,2.6944,11.0585
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC(=C(C=C1Br)C#N)Br,0.5566,-1.622,2.5788,7.6341
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC2=C(C=CC3=C2C4=C1C=CC(=C4C=C3)Br)Br,0.408,-1.6465,2.5235,7.7364
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(N=CC(=N1)Br)Br,0.6759,-1.2632,2.4419,8.1131
Brc3cc2cc1sc(Br)cc1cc2s3,C1(=C(C2=NSN=C2C(=C1F)Br)Br)F,0.5738,-0.4558,2.0892,8.2013
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC2=C(C=C1Br)NC3=C2C=CC(=C3)Br,0.3632,-2.0183,2.7658,9.2456
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC(=C(C=C1Br)F)Br,0.5008,-1.701,2.5405,8.5689
Brc3cc2cc1sc(Br)cc1cc2s3,N#CC(C#N)=c2c1cc(Br)ccc1c3ccc(Br)cc23,0.5501,-0.6846,2.0399,1.1272
Brc3cc2cc1sc(Br)cc1cc2s3,C1C2=C(C=CC(=C2)Br)C3=C1C=C(C=C3)Br,0.4122,-1.8603,2.7029,10.1457
Brc3cc2cc1sc(Br)cc1cc2s3,C1(=C(C(=C(C(=C1Br)F)F)Br)F)F,0.7066,-1.4084,2.5405,8.1417
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C2C=C(SC2=CC3=C1SC(=C3)Br)Br,0.2797,-1.657,2.4793,12.6314
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Br)Br,0.5038,-1.6426,2.4394,4.2398
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C=C(C=C1Br)Br)C=O,0.6649,-1.7642,2.8262,4.3793
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC=C2C(=C1)C3=C(C=CC(=C3)Br)C4=C2C=C(C=C4)Br,0.4999,-1.8131,2.8066,10.4792
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC2=CC(=CC3=C2C4=C(C=C3)C=C(C=C41)Br)Br,0.547,-1.9097,2.8092,14.0875
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C(=C(C(=C1F)Br)F)Br)F,0.7546,-1.8113,2.8415,6.0827
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C(=CC(=C1Br)C=O)Br)C=O,0.7746,-0.9595,2.3246,2.0536
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC(=C(C(=C1[N+](=O)[O-])Br)F)Br,0.8948,-0.9115,2.3127,0.5328
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC=C2C(=C1)C(=CC=C2Br)Br,0.4763,-1.8492,2.6468,6.1322
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC(=NC(=C1)Br)Br,0.7078,-1.7911,2.7352,2.5071
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC(=C(C=C1Br)C(F)(F)F)Br,0.5978,-1.7678,2.7003,7.4372
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC(=C(C=C1Br)CCl)Br,0.5885,-1.8323,2.7802,7.5676
Brc3cc2cc1sc(Br)cc1cc2s3,CC(=O)NC1=C(C=CC(=C1)Br)Br,0.5166,-1.8345,2.7199,7.6732
Brc3cc2cc1sc(Br)cc1cc2s3,CCC1=C(C=CC=C1Br)Br,0.6717,-2.3921,2.9809,0.8231
Brc3cc2cc1sc(Br)cc1cc2s3,CCOC(=O)C1=CC(=C(C(=C1)Br)N)Br,0.5099,-2.1783,2.6485,3.5402
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C(=CC(=C1Br)O)Br)C(=O)O,0.6751,-1.7276,2.7828,6.3375
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C(=CC(=C1Br)O)Br)C#N,0.5731,-1.6921,2.6578,7.7033
Brc3cc2cc1sc(Br)cc1cc2s3,C1=CC(=C(C=C1Br)Br)CC#N,0.654,-2.1005,2.9188,3.9551
Brc3cc2cc1sc(Br)cc1cc2s3,CC(=O)C1=CC(=C(C(=C1)Br)N)Br,0.4047,-2.2681,2.7454,3.0003
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C(=C(C(=C1Br)F)[N+](=O)[O-])Br)F,0.7724,-1.065,2.4453,3.1697
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C=C(C(=C1Br)C=O)Br)F,0.79,-1.6557,2.5958,1.9662
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C=C(C(=C1Br)O)Br)CC(=O)O,0.649,-2.0246,2.7403,4.1674
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C(=CC(=C1Br)[N+](=O)[O-])Br)N,0.5806,-1.3792,2.4904,1.0379
Brc3cc2cc1sc(Br)cc1cc2s3,CC(=O)NC1=CC(=C(C=C1Br)[N+](=O)[O-])Br,0.7085,-1.1319,2.5133,0.6233
Brc3cc2cc1sc(Br)cc1cc2s3,CC1=C(C(=C(C=C1Br)Br)O)[N+](=O)[O-],0.6406,-1.2304,2.9571,0.8872
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C=C(C(=C1Br)CO)Br)F,0.7121,-2.1917,2.8687,1.8718
Brc3cc2cc1sc(Br)cc1cc2s3,C1=C(C=C(C(=C1Br)C#N)F)Br,0.7695,-1.4933,2.6069,4.2348
Brc3cc2cc1sc(Br)cc1cc2s3,COc1c(Br)cc(N(=O)=O)c(C)c1Br,0.7975,-1.1852,2.9273,2.2607
